steering_angle,speed,rpm,acceleration,throttle_position,engine_temperature,voltage,distance,latitude,longitude,heart_rate,current_weather,temperature,precipitation,accidents_onsite
7.0,54,2665.0,0.185391525953572,30.19607843,89.0,12.8,0.016720259999999598,-0.321258148,-78.37241647,65,2,24.6,0.5,9
12.0,54,2669.0,0.194053196330535,23.1372549,88.0,12.9,0.013844278000000543,-0.321326461,-78.37229577,66,2,24.6,0.5,9
15.5,53,2628.0,-0.194492139751876,20.39215686,88.0,12.9,0.01651869099999992,-0.321394438,-78.37217314,66,2,24.6,0.5,8
22.0,52,2566.0,-0.193811259184464,20.39215686,88.0,12.8,0.0145396489999996,-0.321457847,-78.37204976,66,2,24.6,0.5,8
35.3,51,2542.0,0.0,30.98039216,88.0,12.8,0.014119034000000141,-0.321515515,-78.37192529,66,2,24.6,0.5,8
34.1,53,2611.0,0.404975116061009,53.7254902,88.0,12.9,0.014714251999999206,-0.321559687,-78.37179579,65,2,24.6,0.5,8
27.3,54,2669.0,0.418646161779563,40.78431373,88.0,12.9,0.009721322000000754,-0.321584875,-78.3716626,65,2,24.6,0.5,8
23.9,56,2798.0,0.506517887370217,41.17647059,88.0,12.8,0.01883398999999919,-0.321582151,-78.37138575,63,2,24.6,0.5,8
24.4,58,2893.0,0.65820000307511,40.39215686,89.0,12.9,0.015195022000000336,-0.321555999,-78.3712425,61,2,24.6,0.5,8
25.6,60,2969.0,0.651327029321388,34.90196078,89.0,12.8,0.017407565000000957,-0.3215187,-78.37109758,62,2,24.6,0.5,8
27.7,60,2984.0,0.380353560999739,25.09803922,89.0,12.9,0.017827170000000336,-0.321462792,-78.37095215,62,2,24.6,0.5,8
27.7,61,2994.0,0.209978017653306,24.31372549,89.0,12.9,0.016552794999999065,-0.321385805,-78.37082248,62,2,24.6,0.5,8
30.2,60,2976.0,0.0,26.66666667,89.0,12.8,0.017636782000000295,-0.321292933,-78.37070061,62,2,24.6,0.5,8
30.4,60,2997.0,0.0,30.98039216,90.0,12.8,0.01694867500000008,-0.321190129,-78.37059366,61,2,24.6,0.5,8
30.4,62,3074.0,0.401308905917068,36.8627451,90.0,12.9,0.017890207000000657,-0.3210701,-78.37050322,61,2,24.6,0.5,8
27.3,64,3146.0,0.562211843941506,32.54901961,90.0,12.9,0.013203573999998497,-0.320928614,-78.37042225,61,2,24.6,0.5,8
22.7,65,3243.0,0.572556789674996,41.17647059,90.0,12.8,0.019285639000001353,-0.320769148,-78.37035553,61,2,24.6,0.5,8
15.4,66,3287.0,0.395780677187863,42.74509804,90.0,12.9,0.014693568999998519,-0.320601133,-78.37030557,62,2,24.6,0.5,8
14.0,68,2622.0,0.34586079883109,40.0,90.0,12.9,0.023403069000000443,-0.320436973,-78.37026324,62,2,24.6,0.5,10
6.9,68,2642.0,0.333083161232595,21.96078431,90.0,12.9,0.01947882900000053,-0.320261582,-78.37022519,63,2,24.6,0.5,10
6.8,67,2603.0,0.0984144014879754,18.43137255,89.0,12.8,0.010261151999999996,-0.320082461,-78.37018772,63,2,24.6,0.5,10
-3.4,66,2561.0,-0.227991314442885,18.03921569,90.0,12.9,0.02548114600000062,-0.319909039,-78.37015335,63,2,24.6,0.5,10
-6.9,65,2527.0,-0.341024737047761,18.03921569,89.0,12.8,0.019362353,-0.319742071,-78.37011438,64,2,24.6,0.5,9
-15.5,63,2451.0,-0.367532869603881,17.64705882,89.0,12.9,0.019358678999999768,-0.319581558,-78.37007565,64,2,24.6,0.5,9
-15.5,62,2417.0,-0.197351917758183,17.64705882,89.0,12.9,0.011460377999998883,-0.319425068,-78.3700236,64,2,24.6,0.5,8
-16.0,61,2386.0,-0.192042444760239,17.64705882,89.0,12.8,0.018302942000000044,-0.319278385,-78.36995722,65,2,24.6,0.5,8
-10.5,61,2378.0,0.0,27.45098039,89.0,12.9,0.01838318999999977,-0.319141089,-78.36987407,65,2,24.6,0.5,8
-10.0,61,2341.0,0.0,17.64705882,88.0,12.8,0.018916803000001536,-0.319017037,-78.36977516,65,2,24.6,0.5,8
-6.6,59,2289.0,-0.371529815851024,17.64705882,88.0,12.9,0.012587680999999407,-0.318896212,-78.36967022,65,2,24.6,0.5,8
10.9,58,2248.0,-0.27758858727612,17.25490196,88.0,12.8,0.01975521399999991,-0.318786828,-78.36956243,65,2,24.6,0.5,8
19.1,57,2281.0,-0.237249045314587,19.60784314,88.0,12.8,0.011310042999999936,-0.318680587,-78.36945917,65,2,24.6,0.5,8
36.6,57,2281.0,0.0,19.60784314,88.0,12.8,0.0,-0.318576233,-78.36936009,65,2,24.6,0.5,8
30.9,60,2330.0,0.0,29.80392157,88.0,12.8,0.034924371000000676,-0.318462825,-78.36926219,65,2,24.6,0.5,8
12.3,63,2420.0,0.599488770364364,28.62745098,88.0,12.8,0.018017190000000127,-0.318324231,-78.36918323,65,2,24.6,0.5,8
-0.4,64,2491.0,0.623472305809076,24.31372549,88.0,12.9,0.018522383999998837,-0.318174823,-78.3691135,66,2,24.6,0.5,8
-6.7,64,2492.0,0.194089954669437,18.43137255,88.0,12.8,0.019337655000001064,-0.31802156,-78.36903823,66,2,24.6,0.5,6
-8.2,63,2449.0,-0.20019427012128,18.03921569,89.0,12.8,0.016913108999998983,-0.317878481,-78.36895575,66,2,24.6,0.5,6
-2.5,61,2362.0,-0.365828150499594,17.64705882,89.0,12.9,0.014177883000000335,-0.317737791,-78.36886615,66,2,24.6,0.5,5
6.0,60,2324.0,-0.282945652800638,17.64705882,89.0,12.8,0.013212768000000708,-0.317611895,-78.36876917,66,2,24.6,0.5,5
5.0,59,2287.0,-0.259041729830107,17.64705882,89.0,12.9,0.019441848999999678,-0.31748231,-78.3686794,66,2,24.6,0.5,5
9.3,54,2102.0,-0.773171592551719,16.8627451,89.0,12.8,0.01728238900000001,-0.317364628,-78.36859373,66,2,24.6,0.5,5
9.7,54,2102.0,0.0,16.8627451,89.0,12.8,0.0,-0.317364628,-78.36859373,66,2,24.6,0.5,5
7.2,49,1905.0,-0.767158473552258,16.07843137,89.0,12.8,0.02477207799999981,-0.317156506,-78.3684359,66,2,24.6,0.5,5
6.6,47,1813.0,-0.650377407766104,15.68627451,89.0,12.8,0.012735067999999572,-0.317054456,-78.36836105,65,2,24.6,0.5,5
5.0,41,1606.0,-1.23403900125966,14.90196078,89.0,12.8,0.01181580599999954,-0.316963596,-78.36829852,65,2,24.6,0.5,5
5.0,37,1424.0,-1.13570611414655,14.50980392,89.0,12.8,0.01002004600000106,-0.316880825,-78.36824136,65,2,24.6,0.5,5
10.2,33,1267.0,-1.03066254038857,14.11764706,89.0,12.8,0.005506652999999417,-0.316809369,-78.3681857,64,2,24.6,0.5,5
2.0,29,1112.0,-0.93499784641946,14.11764706,89.0,12.8,0.010734127999999288,-0.316741811,-78.36813583,64,2,24.6,0.5,5
14.9,24,934.0,-1.04326577575386,14.11764706,89.0,12.7,0.004708017000000453,-0.31668582,-78.36809283,64,2,24.6,0.5,5
14.9,22,873.0,-0.992609348426607,14.11764706,89.0,12.7,0.006416798000000057,-0.316640851,-78.36806006,64,2,24.6,0.5,5
2.4,17,841.0,-1.15411809070182,14.90196078,89.0,12.8,0.004786875000000634,-0.316601079,-78.36803248,65,2,24.6,0.5,5
9.7,14,1040.0,-0.826548240157294,13.7254902,89.0,12.8,0.003333619999999371,-0.316571533,-78.36800884,65,2,24.6,0.5,5
2.3,10,1093.0,-1.01390444218303,13.7254902,89.0,12.7,0.0020051880000000466,-0.316549027,-78.36799359,65,2,24.6,0.5,5
2.4,8,1047.0,-0.430685033832894,13.33333333,89.0,12.8,0.0026137750000003734,-0.316531551,-78.3679811,65,2,24.6,0.5,5
16.7,7,965.0,-0.197873450857658,13.33333333,89.0,12.8,0.0020976160000003574,-0.316516715,-78.36796962,65,2,24.6,0.5,5
18.1,6,849.0,-0.198350076459987,17.64705882,89.0,12.8,0.0015964929999991995,-0.316500915,-78.36795788,65,2,24.6,0.5,5
3.4,7,1034.0,0.207420837215214,16.07843137,90.0,12.8,0.0018377130000004627,-0.316488007,-78.36794741,65,2,24.6,0.5,5
10.5,9,1247.0,0.582875065299494,16.07843137,90.0,12.8,0.002506733000000594,-0.316476105,-78.36793768,67,2,24.6,0.5,5
18.5,9,1262.0,0.385108418186582,14.11764706,90.0,12.8,0.002504387000000108,-0.316456533,-78.36792377,67,2,24.6,0.5,5
17.4,8,1101.0,-0.208943872552529,13.7254902,90.0,12.7,0.002091788999999622,-0.316436668,-78.36791019,67,2,24.6,0.5,5
2.2,6,913.0,-0.395946113634476,13.7254902,90.0,12.8,0.001602854999999792,-0.316421622,-78.36789904,67,2,24.6,0.5,5
2.2,5,814.0,-0.390257584679574,13.7254902,90.0,12.8,0.0009109309999999482,-0.316409091,-78.36789016,67,2,24.6,0.5,5
2.2,4,815.0,-0.364064386854701,13.7254902,90.0,12.7,0.0010061789999991078,-0.316399243,-78.36788513,68,2,24.6,0.5,5
2.2,2,812.0,-0.388430145118901,13.7254902,90.0,12.8,0.00019957100000134176,-0.316392202,-78.36788069,68,2,24.6,0.5,5
-32.5,4,1122.0,-0.283934137115668,15.68627451,90.0,12.8,0.0011595509999988707,-0.316389687,-78.36787834,68,2,24.6,0.5,5
-0.5,8,1424.0,1.02375258327584,23.92156863,90.0,12.8,0.001824043000000941,-0.31638755,-78.36787616,68,2,24.6,0.5,5
49.8,9,1207.0,1.01939732056063,14.11764706,90.0,12.8,0.0022897059999991143,-0.316377198,-78.36786669,67,2,24.6,0.5,5
-28.0,5,1028.0,-0.578244400963549,13.33333333,90.0,12.8,0.0012577389999997024,-0.31636232,-78.36785579,68,2,24.6,0.5,5
-32.9,4,917.0,-0.384403294533049,12.94117647,90.0,12.8,0.0008570910000003096,-0.316351717,-78.36784548,68,2,24.6,0.5,5
-28.6,1,809.0,-0.572734733898852,13.33333333,91.0,12.7,0.00010734800000022915,-0.316345054,-78.3678371,68,2,24.6,0.5,5
-27.7,0,788.0,-0.398709756091221,14.11764706,91.0,12.8,0.0,-0.316341617,-78.36783584,68,2,24.6,0.5,5
-27.7,0,659.0,0.0,14.50980392,91.0,12.8,0.0,-0.316338097,-78.36783484,68,2,24.6,0.5,5
-42.9,0,944.0,0.0,27.84313725,91.0,12.7,0.0,-0.316337426,-78.36783542,68,2,24.6,0.5,5
-261.3,3,1499.0,0.383048967738957,30.58823529,91.0,12.8,0.0002735660000006135,-0.316337426,-78.36783542,68,2,24.6,0.5,5
-107.2,8,1051.0,1.51118020226996,21.17647059,91.0,12.7,0.001969769000000454,-0.316336923,-78.36783123,68,2,24.6,0.5,5
0.0,12,1729.0,1.12110529142863,23.1372549,91.0,12.7,0.003629662999999894,-0.316331894,-78.36782251,68,2,24.6,0.5,5
-2.4,14,1987.0,1.17513585510594,20.0,91.0,12.8,0.00439913599999997,-0.316319112,-78.36781061,68,2,24.6,0.5,5
-3.3,15,1991.0,0.388405894506893,24.70588235,91.0,12.8,0.0027543559999987366,-0.316296564,-78.36779117,68,2,24.6,0.5,5
9.0,20,2660.0,1.21909853417543,31.76470588,91.0,12.8,0.004987349000000307,-0.316261612,-78.36777155,68,2,24.6,0.5,5
2.5,22,2323.0,1.00967144079711,34.11764706,90.0,12.8,0.00695973600000066,-0.316216224,-78.36774959,68,2,24.6,0.5,5
-3.6,25,1922.0,0.851192631531818,36.47058824,90.0,12.8,0.006331035999998846,-0.316169285,-78.36770911,68,2,24.6,0.5,5
2.7,29,2198.0,1.07604987668511,38.03921569,90.0,12.8,0.008255452000000219,-0.316113043,-78.36766602,71,2,24.6,0.5,5
2.7,33,2491.0,1.16813813523147,39.21568627,90.0,12.8,0.009137407000000763,-0.316048921,-78.36761624,71,2,24.6,0.5,5
2.7,37,2774.0,1.1982613802538,41.17647059,89.0,12.8,0.010053977000000103,-0.315978513,-78.36756569,71,2,24.6,0.5,6
1.4,41,3090.0,1.02587751408212,43.1372549,89.0,12.8,0.012097869999999844,-0.315900939,-78.36749881,71,2,24.6,0.5,6
1.7,45,3367.0,1.16732096173893,45.09803922,88.0,12.8,0.011997153999999455,-0.315817581,-78.36742815,73,2,24.6,0.5,6
4.0,46,3424.0,1.07973521506477,25.49019608,88.0,12.9,0.0038823910000012063,-0.315817581,-78.36742815,73,2,24.6,0.5,6
11.2,46,2317.0,0.386544419674678,37.64705882,87.0,12.9,0.01906410799999847,-0.315730241,-78.36735304,73,2,24.6,0.5,6
16.7,48,2399.0,0.413239567622482,36.8627451,87.0,12.8,0.01399808100000044,-0.315540936,-78.36719957,73,2,24.6,0.5,6
14.2,51,2529.0,0.602226503651179,39.60784314,87.0,12.8,0.015381045999999898,-0.315439012,-78.36712631,72,2,24.6,0.5,5
14.6,53,2638.0,0.596192045095394,39.60784314,87.0,12.9,0.014983340000000567,-0.315327072,-78.36705465,72,2,24.6,0.5,5
9.5,55,2715.0,0.842431104868023,40.39215686,87.0,12.8,0.00997162999999901,-0.315204905,-78.36698223,72,2,24.6,0.5,6
8.1,57,2850.0,0.779534427428611,41.17647059,88.0,12.8,0.016515612000000957,-0.31507486,-78.36691123,71,2,24.6,0.5,6
4.2,60,2975.0,0.834610684120112,41.96078431,88.0,12.9,0.016578728999999015,-0.314939073,-78.36683555,71,2,24.6,0.5,6
0.9,62,3072.0,0.773906665679781,42.74509804,88.0,12.8,0.013263580000000275,-0.314797,-78.3667648,71,2,24.6,0.5,6
1.0,65,3217.0,0.686220774680671,43.1372549,89.0,12.8,0.022094230000000437,-0.314650107,-78.36668895,71,2,24.6,0.5,6
0.9,65,3121.0,0.65362885221916,27.05882353,90.0,12.8,0.019962939999999207,-0.314500909,-78.36660722,71,2,24.6,0.5,5
-2.8,66,2540.0,0.0,36.8627451,90.0,12.8,0.01608855000000098,-0.314352298,-78.36652332,71,2,24.6,0.5,4
-0.5,66,2557.0,0.338018794372276,22.74509804,90.0,12.8,0.01948123999999929,-0.314201508,-78.3664343,70,2,24.6,0.5,4
3.2,66,2557.0,0.0,22.74509804,90.0,12.8,0.0,-0.314057507,-78.36634185,70,2,24.6,0.5,4
14.4,63,2492.0,-0.350739584921307,19.21568627,90.0,12.8,0.03417096999999991,-0.313920337,-78.36624797,70,2,24.6,0.5,4
20.8,63,2415.0,0.194488926006711,36.8627451,90.0,12.8,0.018507320000001215,-0.313789244,-78.36615544,68,2,24.6,0.5,4
25.0,64,2454.0,0.37615434527594,39.60784314,90.0,12.8,0.019152710000000184,-0.313650691,-78.36607103,68,2,24.6,0.5,4
22.3,65,2498.0,0.392001869817559,39.60784314,90.0,12.9,0.018895439999999653,-0.313505391,-78.36599803,68,2,24.6,0.5,4
20.0,65,2515.0,0.191276895233834,39.60784314,90.0,12.8,0.018225519999999662,-0.313347853,-78.36593709,68,2,24.6,0.5,4
5.5,65,2534.0,0.129544126188208,31.76470588,90.0,12.8,0.014519670000000318,-0.3131834,-78.36588764,67,2,24.6,0.5,4
-5.8,66,2570.0,0.11968343730832,32.94117647,90.0,12.8,0.022274409999999634,-0.313019743,-78.36583768,67,2,24.6,0.5,4
-7.6,67,2590.0,0.277877035454842,30.98039216,90.0,12.8,0.014565470000000857,-0.312854913,-78.36578286,67,2,24.6,0.5,4
-2.7,68,2624.0,0.381475058458764,30.98039216,90.0,12.8,0.018886859999998507,-0.312689915,-78.36571178,66,2,24.6,0.5,3
3.6,69,2662.0,0.191960388712723,25.09803922,90.0,12.9,0.022079210000001126,-0.312526636,-78.36563056,66,2,24.6,0.5,3
3.6,69,2662.0,0.0,25.09803922,90.0,12.8,0.0,-0.312526636,-78.36563056,66,2,24.6,0.5,3
4.6,70,2694.0,0.263300514925232,23.92156863,90.0,12.8,0.033879159999999686,-0.31219861,-78.36545932,66,2,24.6,0.5,3
5.7,69,2674.0,0.0,18.43137255,90.0,12.8,0.020363849999998962,-0.31203927,-78.36537693,66,2,24.6,0.5,3
5.7,68,2615.0,-0.204102192824975,18.03921569,90.0,12.8,0.02130459000000151,-0.311875655,-78.36529437,66,2,24.6,0.5,4
4.0,66,2536.0,-0.300174956973672,18.03921569,90.0,12.9,0.013028349999999023,-0.311717866,-78.36521356,65,2,24.6,0.5,5
3.4,65,2519.0,-0.352004570990557,18.03921569,89.0,12.8,0.02087455000000027,-0.311565986,-78.36513603,65,2,24.6,0.5,5
3.5,64,2465.0,-0.360723548528161,17.64705882,89.0,12.8,0.016561340000000868,-0.311416537,-78.36505699,66,2,24.6,0.5,5
7.9,62,2479.0,-0.345122496950774,20.39215686,89.0,12.8,0.017587439999999788,-0.311269518,-78.36497937,66,2,24.6,0.5,5
7.0,62,2397.0,0.0,18.03921569,88.0,12.9,0.01735468999999945,-0.311124008,-78.36490846,66,2,24.6,0.5,5
7.6,60,2312.0,-0.394133017875572,17.64705882,88.0,12.8,0.01639130000000044,-0.310977702,-78.36483864,66,2,24.6,0.5,5
8.1,57,2215.0,-0.401309688615947,21.56862745,88.0,12.8,0.01734055000000012,-0.31083764,-78.36477578,65,2,24.6,0.5,5
8.1,59,2271.0,0.379389003418841,26.66666667,88.0,12.9,0.017550359999999543,-0.310702524,-78.3647171,65,2,24.6,0.5,5
4.5,60,2305.0,0.416196302415492,16.47058824,88.0,12.8,0.015219469999999902,-0.310564223,-78.36466413,65,2,24.6,0.5,5
10.5,61,2373.0,0.377625684250187,24.70588235,88.0,12.8,0.01835095000000031,-0.310421018,-78.36461417,64,2,24.6,0.5,5
10.5,63,2412.0,0.420778992356339,18.43137255,88.0,12.9,0.011133349999999709,-0.31027534,-78.36456707,63,2,24.6,0.5,5
10.7,63,2428.0,0.356483591666298,18.03921569,88.0,12.8,0.019513160000000696,-0.31012191,-78.36452306,63,2,24.6,0.5,5
9.2,63,2432.0,0.261978978303781,18.03921569,88.0,12.9,0.019630289999998496,-0.309959468,-78.36448777,63,2,24.6,0.5,5
7.4,63,2435.0,0.0,18.03921569,88.0,12.9,0.018426450000001537,-0.309795099,-78.36445626,63,2,24.6,0.5,5
3.8,63,2437.0,0.0,18.03921569,88.0,12.8,0.017186499999999327,-0.309629599,-78.36442877,63,2,24.6,0.5,5
3.8,63,2431.0,0.0,18.03921569,88.0,12.8,0.017239249999999373,-0.309468708,-78.36440152,63,2,24.6,0.5,5
3.8,63,2432.0,0.0,18.03921569,88.0,12.8,0.019071180000000965,-0.309306686,-78.36437194,63,2,24.6,0.5,5
3.8,63,2439.0,0.0,18.03921569,88.0,12.9,0.014879779999999343,-0.309144119,-78.36434478,63,2,24.6,0.5,5
3.8,63,2425.0,0.0,18.03921569,88.0,12.8,0.010982359999999858,-0.308978953,-78.36431771,64,2,24.6,0.5,5
5.5,60,2314.0,-0.466397435948381,17.64705882,88.0,12.8,0.021385180000001114,-0.308821918,-78.36428912,64,2,24.6,0.5,5
7.5,55,2145.0,-1.01152316569365,17.25490196,88.0,12.9,0.008344799999999708,-0.308672218,-78.36425962,64,2,24.6,0.5,5
7.2,54,2100.0,-0.604782491730718,16.8627451,88.0,12.8,0.023278119999998736,-0.308535006,-78.3642359,64,2,24.6,0.5,5
4.9,53,2059.0,-0.370628822202386,16.8627451,88.0,12.9,0.016618300000001085,-0.308399722,-78.36421285,65,2,24.6,0.5,5
4.8,51,1984.0,-0.201174683115674,16.07843137,88.0,12.9,0.01310319999999976,-0.308269174,-78.36419407,65,2,24.6,0.5,5
6.0,51,1992.0,0.0,16.47058824,88.0,12.9,0.010101609999999539,-0.308139757,-78.36417245,65,2,24.6,0.5,5
-0.4,50,1936.0,-0.193968099525311,16.07843137,88.0,12.8,0.015574770000000626,-0.308008622,-78.3641494,65,2,24.6,0.5,5
-1.4,46,1799.0,-0.956449941843253,15.68627451,88.0,12.8,0.012437529999999697,-0.307887923,-78.36412568,65,2,24.6,0.5,5
-1.7,44,1699.0,-0.558265787080957,15.29411765,88.0,12.9,0.009730969999999672,-0.3077733,-78.36410338,65,2,24.6,0.5,5
-6.9,43,1659.0,-0.450224145891929,14.90196078,88.0,12.8,0.015395540000000096,-0.307668527,-78.36407748,64,2,24.6,0.5,5
-11.9,43,1691.0,0.0,14.90196078,88.0,12.8,0.013328449999999492,-0.307564256,-78.36404454,64,2,24.6,0.5,5
-18.3,44,1714.0,0.267659189767796,14.90196078,88.0,12.8,0.008659010000000578,-0.307458895,-78.36400422,64,2,24.6,0.5,5
-18.1,44,1741.0,0.205495071369219,15.29411765,88.0,12.8,0.01195357000000108,-0.307355043,-78.36395787,64,2,24.6,0.5,5
-16.6,45,1741.0,0.20870460839644,15.29411765,88.0,12.8,0.010049379999999886,-0.307250395,-78.36390113,62,2,24.6,0.5,5
-2.4,41,1582.0,-0.500548977090624,14.90196078,88.0,12.8,0.015907029999999267,-0.30715568,-78.36383306,62,2,24.6,0.5,5
0.5,41,1597.0,0.0,14.90196078,88.0,12.8,0.011891159999999346,-0.307072406,-78.3637588,62,2,24.6,0.5,5
4.7,41,1605.0,0.199074535926997,14.90196078,88.0,12.8,0.011655390000001375,-0.306998435,-78.36368688,62,2,24.6,0.5,4
4.7,41,1591.0,0.0,14.90196078,88.0,12.8,0.007412309999999422,-0.306915203,-78.36361597,62,2,24.6,0.5,4
3.4,41,1597.0,-0.185169001414462,14.90196078,88.0,12.8,0.013390740000000179,-0.30683721,-78.36354733,62,2,24.6,0.5,4
6.2,42,1654.0,0.0,19.60784314,88.0,12.8,0.00837325999999905,-0.306758503,-78.36347683,62,2,24.6,0.5,4
6.2,45,1749.0,0.573128595292991,14.50980392,88.0,12.8,0.018199190000000698,-0.306675606,-78.36340131,62,2,24.6,0.5,4
6.1,46,1773.0,0.625747110762895,14.50980392,88.0,12.8,0.009099369999999496,-0.306590865,-78.3633211,62,2,24.6,0.5,4
3.5,45,1777.0,0.0,14.50980392,88.0,12.8,0.012162080000001296,-0.30650252,-78.36324004,63,2,24.6,0.5,4
3.5,45,1762.0,0.0,14.50980392,88.0,12.8,0.013384689999998756,-0.306421467,-78.36316209,63,2,24.6,0.5,4
3.8,45,1773.0,0.0,14.50980392,88.0,12.8,0.012405660000000651,-0.3063366,-78.36308163,63,2,24.6,0.5,4
4.3,44,1730.0,-0.203796955756072,14.50980392,88.0,12.8,0.008102069999999628,-0.306255338,-78.36300099,63,2,24.6,0.5,4
0.0,44,1690.0,-0.124892341552658,14.50980392,89.0,12.8,0.015584500000001,-0.306174997,-78.3629191,63,2,24.6,0.5,4
5.2,43,1690.0,-0.104144115560244,14.50980392,89.0,12.8,0.012753499999998752,-0.30609143,-78.3628383,63,2,24.6,0.5,4
8.5,43,1677.0,-0.0937261415420398,14.50980392,89.0,12.8,0.0074072100000002195,-0.306008239,-78.3627575,63,2,24.6,0.5,4
3.2,43,1659.0,-0.111626409874487,14.50980392,89.0,12.8,0.018733270000000246,-0.305929533,-78.36268013,63,2,24.6,0.5,4
4.1,42,1636.0,-0.147828900796093,14.50980392,89.0,12.9,0.007805140000000321,-0.305849402,-78.3626052,63,2,24.6,0.5,5
8.6,41,1607.0,-0.194119862446044,14.50980392,89.0,12.8,0.011710499999999513,-0.305770654,-78.36253379,63,2,24.6,0.5,5
16.9,39,1538.0,-0.404086396419342,14.50980392,90.0,12.8,0.011485900000000271,-0.305693918,-78.3624648,63,2,24.6,0.5,5
10.9,39,1505.0,0.0,14.50980392,90.0,12.7,0.01217497000000023,-0.305618439,-78.36240118,63,2,24.6,0.5,5
12.2,40,1562.0,0.198762292891281,14.50980392,90.0,12.8,0.012034719999999055,-0.305542876,-78.36234318,63,2,24.6,0.5,5
9.9,41,1608.0,0.395417540915079,14.50980392,90.0,12.8,0.008697930000000298,-0.305460356,-78.36228468,63,2,24.6,0.5,5
10.3,43,1644.0,0.374101887052969,14.50980392,90.0,12.7,0.015161490000000555,-0.305367904,-78.3622265,63,2,24.6,0.5,5
12.5,42,1655.0,0.0,14.50980392,90.0,12.8,0.005379359999999167,-0.305271931,-78.36217135,63,2,24.6,0.5,5
11.6,42,1645.0,0.0,14.50980392,90.0,12.8,0.013570100000000807,-0.305174449,-78.36211964,63,2,24.6,0.5,5
5.6,42,1609.0,-0.0935222190368555,14.50980392,90.0,12.7,0.015689119999999335,-0.305073196,-78.36206867,63,2,24.6,0.5,5
5.0,42,1619.0,0.0,14.50980392,90.0,12.7,0.008614019999999556,-0.304975212,-78.36202308,63,2,24.6,0.5,5
9.1,41,1612.0,-0.11152638630209,14.50980392,90.0,12.8,0.01204698999999998,-0.304878149,-78.36198016,63,2,24.6,0.5,5
10.2,41,1580.0,-0.403821840975637,14.50980392,90.0,12.8,0.011351170000001076,-0.304783978,-78.36193398,63,2,24.6,0.5,5
7.5,42,1618.0,0.199412667477526,14.50980392,90.0,12.7,0.012474830000000381,-0.304688383,-78.36189039,63,2,24.6,0.5,5
7.4,43,1662.0,0.379659992304748,14.50980392,90.0,12.8,0.013101869999999849,-0.304589602,-78.36184865,63,2,24.6,0.5,4
2.1,44,1713.0,0.374936168054729,14.50980392,90.0,12.8,0.008877399999999369,-0.30448772,-78.36180699,63,2,24.6,0.5,4
4.6,45,1752.0,0.391566435839819,14.90196078,90.0,12.8,0.012801259999999814,-0.304378797,-78.36176525,63,2,24.6,0.5,4
4.8,46,1787.0,0.423667324350874,14.90196078,90.0,12.8,0.013088850000000818,-0.304269372,-78.36172451,63,2,24.6,0.5,4
7.9,46,1784.0,0.186855147004998,14.90196078,90.0,12.8,0.014889529999999596,-0.304154037,-78.36167757,63,2,24.6,0.5,4
7.2,45,1743.0,-0.188213056457171,14.90196078,90.0,12.8,0.003790849999999679,-0.304154037,-78.36167757,63,2,24.6,0.5,4
-0.1,44,1722.0,-0.257299264955179,14.90196078,89.0,12.8,0.01780865000000098,-0.303924582,-78.36159116,63,2,24.6,0.5,3
2.1,44,1708.0,-0.128614244179822,14.90196078,89.0,12.8,0.013201599999998592,-0.303815911,-78.36154983,63,2,24.6,0.5,3
6.5,43,1678.0,-0.200215539235747,14.90196078,89.0,12.8,0.011586470000001015,-0.303709083,-78.36150717,63,2,24.6,0.5,2
6.5,42,1615.0,-0.198969870899752,14.50980392,89.0,12.8,0.012531689999999429,-0.303600663,-78.361463,63,2,24.6,0.5,2
6.5,41,1626.0,-0.20116863689218,22.35294118,89.0,12.8,0.010720179999999857,-0.303497985,-78.36142251,63,2,24.6,0.5,2
4.0,42,1638.0,0.191485373102548,22.35294118,89.0,12.9,0.013340720000000417,-0.303395139,-78.3613858,63,2,24.6,0.5,2
5.6,43,1700.0,0.211253709900338,29.41176471,89.0,12.8,0.011695239999999885,-0.303289359,-78.36134657,63,2,24.6,0.5,2
-3.7,44,1710.0,0.400914235200008,35.29411765,89.0,12.8,0.008586290000000218,-0.303182323,-78.36130902,63,2,24.6,0.5,2
-11.7,46,1813.0,0.574259889260642,40.39215686,89.0,12.8,0.01483810000000041,-0.303077255,-78.36126879,63,2,24.6,0.5,2
-14.4,47,1832.0,0.563960369737832,41.96078431,89.0,12.8,0.012571209999999056,-0.302974535,-78.36122361,63,2,24.6,0.5,2
-16.2,47,1828.0,0.202608459104155,41.96078431,89.0,12.8,0.0053276699999997845,-0.302868923,-78.36116712,63,2,24.6,0.5,2
-9.6,46,2244.0,-0.146710270132632,58.82352941,89.0,12.8,0.01914304000000122,-0.302767837,-78.36110098,63,2,24.6,0.5,2
-8.3,44,2219.0,-0.324156186437834,65.49019608,89.0,12.8,0.012734059999999658,-0.30267572,-78.36102773,63,2,24.6,0.5,2
1.3,44,2196.0,0.0,64.70588235,89.0,12.8,0.0144485999999997,-0.302588549,-78.36095103,63,2,24.6,0.5,2
1.6,44,2182.0,0.0,58.82352941,89.0,12.8,0.012346040000000613,-0.302505316,-78.36087174,66,2,24.6,0.5,2
5.6,43,2164.0,-0.183652689198413,57.25490196,89.0,12.8,0.009879729999999753,-0.302424473,-78.36079429,66,2,24.6,0.5,2
